Compound Name,Match Quality,Est. Retention Time (min),Hit 1: Match Factor,Hit 1: Reverse Match Factor,Comments,Hit 2: Compound,Hit 2: Match Factor,Hit 2: Reverse Match Factor,Retention Indices,Compound ID,Interval ID,Model Order,Component #,Exp_1.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,is_contamination
Dodecane,Excellent,24.375433333333334,915,923,,Dodecane,915,923,1200,279,146,8,2,11488.087280633936,70912.18628543353,32897.979009393384,73193.31768170177,33449.06844115902,62827.95053256332,96583.52136258406,74397.94967664042,29373.424896051438,8161.07822213498,16061.571238199496,15784.765074208273,73748.0562972757,59517.15706772145,47402.37538903835,56748.237634857884,0.0,False
"2-Piperidinone, N-[4-bromo-n-butyl]-",Poor/No match,24.56205,584,623,,"1,6-Octadiene, 3-ethoxy-3,7-dimethyl-",570,640,0,144,77,4,4,532.4740101307395,4074.998371712689,2766.3122970490476,3639.0565722082965,3312.937392635512,3254.8000836893507,3885.105340740567,3089.835993166349,1849.916005326645,489.5566963618037,1039.1566978250198,596.8762415822775,6140.338301383259,3526.0287970273457,2527.0481489819676,3497.914113720646,21.864125346964045,False
"1,6-Octadiene, 3-ethoxy-3,7-dimethyl-",Poor/No match,24.56205,566,640,,"2-Nonenal, 8-oxo-",550,693,0,146,77,8,3,269.9968167101374,2599.930933144387,1679.1342399961422,2434.5079661638783,2002.2407314620548,2033.3034786386445,2318.2732253446848,1795.8138795425211,1168.7822825605049,223.22354720484674,489.7997170231906,269.6681822070225,4092.214026050386,2252.040830647787,1630.9821747429412,2062.579422819352,41.95053954427467,False
"3-Dodecene, (E)-",Fair,24.612283333333334,715,788,,"5-Dodecene, (E)-",714,760,0,145,77,8,1,1472.4219848078847,7687.019603309045,3780.731512868365,6535.3857184903845,3145.0149538322275,5647.566024685916,7379.868177022453,6574.102629422576,2732.643178373778,1260.0682086554066,2406.6276429183763,1487.854304801054,6976.216936169971,7124.328005954429,3716.7887630805562,6239.280052879636,140.1016085889693,False
Decanal,Excellent,24.86348333333333,917,920,,Decanal,915,919,0,147,78,7,2,1723.339718459916,10652.868637265163,751.3895789865471,6741.375214341475,2307.224629505903,26122.897269153073,6619.350446981208,6841.310731101044,3971.996545933256,1922.9079535824412,4445.56346798202,6187.887590975959,5193.965159625936,3083.3487136894773,504.89593856431964,4270.825683463651,47.291169231686055,False
"Tetrasulfide, dimethyl",Poor/No match,25.251066666666667,608,739,,"Tetrasulfide, dimethyl",608,739,1234,76,39,7,5,525.1201908336443,3334.065565808138,10566.704521569714,17307.227939573062,18158.283034388653,17306.74085050353,8196.935865773941,9871.412574197464,13781.714475692686,1086.0810893806013,1065.4930668573472,2780.072350650707,7031.625585149133,7970.995389194801,4629.520278817406,6558.121438088386,0.0,False
3-Trifluoroacetoxytridecane,Poor/No match,25.3013,688,810,,"Cyclohexane, 2-butyl-1,1,3-trimethyl-",687,838,0,75,39,7,4,2362.641070630407,10378.35268308137,8822.23391076702,10231.853358197297,7153.896224050732,9725.568107664201,12013.1930688695,10845.085789758168,4768.773164967492,1958.2200221848602,4629.686032991798,2811.502846372476,12078.021528382362,12951.542643364188,3491.7076271318847,13078.398126788054,58.520998009121115,False
"2,6-Dihydroxyacetophenone, 2TMS derivative",Poor/No match,25.355133333333335,558,561,,"Pyridine, 3-[2,2-bis(trimethylsilyloxy)vinyl]-",512,534,0,73,39,7,1,1436.201044518056,10510.382597465552,3474.919102324577,5779.232679177613,4738.146115377764,4763.676081679639,5035.738501149848,5132.692618244704,3622.9548059794824,1908.1217357411651,2672.339761011324,1983.6134549416383,5881.131775487238,6584.306289403436,4743.889844975866,9448.064837279078,0.0,False
"3-Methyl-6-(methylthio)hexa-1,5-dien-3-ol",Poor/No match,25.408966666666668,528,626,,"1,2-Cyclohexanediol, 1-methyl-4-(1-methylethenyl)-",522,603,0,77,39,7,6,2615.030282270835,6191.379895427368,6220.952243248611,12546.212819469425,5826.302204505202,7331.254525396559,7897.721264016464,5782.0408387100115,2275.715977313105,2152.559076082649,4807.471184341112,1785.2563760995174,14682.981185719265,6871.230024880951,2904.2695379258575,7056.928200057109,0.0,False
"Phosphonoacetic Acid, 3TMS derivative",Poor/No match,25.785766666666667,653,657,25.7 - 25.9,"Silane, dimethyl(dimethyl(dimethyl(2-isopropylphenoxy)silyloxy)silyloxy)(2-isopropylphenoxy)-",620,641,0,79,41,8,3,28931.238835672837,47042.1332139499,39580.00379739309,25579.723696702782,32524.10165689875,29581.69803846433,32795.21791445473,31043.040247317942,35457.94232291877,26749.158138402974,21626.13071049218,25975.47842841591,32784.01390708991,34263.187910555185,35222.968027527946,34721.473151258135,14.338284179979526,False
"1H-Pyrrole-2,5-dione, 3-ethyl-4-methyl-",Good,26.212816666666665,885,922,,"1H-Pyrrole-2,5-dione, 3-ethyl-4-methyl-",767,893,0,81,43,5,2,13279.641675146264,91075.94977308997,41403.74226924406,77580.00674916469,70144.74895714209,53358.635734969066,70492.13348198436,50727.31983359687,44047.52201017652,7794.740082397046,12367.111686755536,17274.051167488506,132186.23914603156,74524.6343434834,89856.00543209854,87170.6429772606,18.102627773843693,False
Benzeneacetic acid,Excellent,26.80495,924,969,,"Propanedioic acid, phenyl-",892,907,0,331,210,6,1,642.1788125600158,248435.52165015478,29197.74160223037,83754.88281487253,26452.235786239413,34752.81168484892,49809.82177776802,36501.56965537811,8867.439085341985,1214.6457055229366,5866.5453669218305,575.5472316962378,74930.3329717158,85810.96557083998,21001.78060773936,129772.95256674747,79.74464388125406,False
"2,5-Pyrrolidinedione, 3-methyl-4-propyl-, cis-",Poor/No match,27.43655,626,725,,Ethosuximide,624,748,0,313,182,8,8,341.23072769622786,23148.797790292658,358.92351147676163,1274.8991743949282,236.48823433965663,757.8234423320428,1496.1708298984922,2314.9374581867987,7609.717357706802,56.82801873394919,205.70428736959343,124.16823780823006,4232.208211902094,780.307284162036,654.6543369235787,2127.342487853116,8.396871399139599,False
"2-Decenal, (E)-",Good,27.540616666666665,800,923,27.45 - 27.60,"2-Decenal, (Z)-",796,927,0,311,182,8,1,0.0,2271.751453248678,879.4412371361627,1774.305019060705,1207.2360574923391,38038.150618132306,6015.442229082345,5865.481131788818,1897.0007894228474,320.36484446459565,877.0987442001781,2995.057015829164,3050.6265755863624,1654.9764937694897,1840.9870573262342,4693.488068710186,0.0,False
"2-Decenal, (E)-",Fair,27.540616666666665,769,910,Poca magnitud,"2-Decenal, (Z)-",766,911,0,333,211,8,6,959.5508659698439,1980.5138123233237,1477.7455160231339,2330.9639571891585,1695.7975224995362,40640.44990178049,6540.465675727428,6336.163178532311,2244.9068305458745,940.1556087318422,2461.366176989814,6667.132035743955,3154.000103457875,1837.0694881070517,1529.8884451435551,5033.760871611867,0.0,False
"2-Decenal, (E)-",Good,27.540616666666665,813,924,,"2-Decenal, (Z)-",802,922,0,334,212,7,1,1189.378013364285,2341.5099571385517,2306.852054654307,4005.08085341397,2930.656739168435,39634.207078481006,7849.586352807385,7139.296916638528,2801.4140531555768,1126.6044881187827,2953.921548757229,6763.494414064309,5321.875111415931,3388.9406881300556,3242.0227459163516,6989.164030851816,38.390271438815816,False
"Dodecane, 2,6,11-trimethyl-",Poor/No match,27.540616666666665,770,919,,"2-Decenal, (Z)-",758,915,0,339,213,8,4,1475.687534124081,24194.441133726155,4574.1128953397565,6417.568393791353,4484.473126201526,6539.827134974951,7214.855545598895,6407.5231755317545,6121.526021789101,1174.1524150630996,2312.1560558510423,1617.255950145034,7478.15847235339,7484.460374093032,5205.152096649407,7646.533451158967,28.657276672399018,False
"2-Decenal, (E)-",Fair,27.540616666666665,638,813,,"Dodecane, 2,6,10-trimethyl-",630,847,0,340,213,8,5,1395.1490901961977,2208.851086374969,2298.6358759315235,3856.9062235732804,2856.167619207661,41933.674678347445,7794.421154561093,7257.038453700833,3044.170318973661,1346.7475517334192,3096.2299843421797,7145.763885223204,5207.267163591721,3377.85217341586,2829.5099720671083,6599.793954053157,47.42403497208855,False
Ethosuximide,Poor/No match,27.626733333333334,630,791,,Ethosuximide,623,774,0,335,212,7,2,1568.659356258257,4569.585237962067,9743.836363342805,16336.875371662785,10843.618744775154,10903.049898088131,14471.695779893807,11987.518630284807,9724.531449578166,1535.248585471592,1963.133393535271,2045.7861468088545,29110.28658341143,21291.144046358302,27195.762206413634,29883.66247092717,34.02815416185732,False
Ethosuximide,Poor/No match,27.626733333333334,678,807,,Ethosuximide,676,794,0,341,213,8,6,1424.3471887981177,19505.47018229108,8979.066376149893,15431.754462595627,9717.341610984562,10167.308455031873,13605.25395311994,11308.168681891162,9212.272758967014,1149.4049986228865,1909.630341188529,1895.7602383728615,27905.4888784747,20409.637717789534,25025.686989605816,28485.79523554864,67.1620280022177,False
"Benzeneacetaldehyde, α-ethylidene-",Good,27.641099999999998,825,891,,"Benzeneacetaldehyde, α-ethylidene-",824,897,0,336,212,7,5,208.6214015334208,68599.40476051647,587.2137297468703,936.7944839643465,551.1030858226629,581.9168870034114,666.2003756902003,721.0970449696476,10988.012337904187,0.0,318.41351270781,272.40792199548423,1111.5104103803926,1224.1994864247129,665.303161459248,993.2454675751613,0.0,False
"Benzeneacetaldehyde, α-ethylidene-",Good,27.759516666666666,851,903,,"Benzeneacetaldehyde, α-ethylidene-",845,889,0,338,213,8,2,210.4518483133566,67978.35671146653,480.4240224449321,481.1294481169634,614.3359109570031,598.5835686591829,377.4047667584723,513.4607702946174,45400.02020658925,164.30669545766239,253.78118770725717,203.84094249708016,526.3711380086573,574.0568306757536,744.6318158681214,471.93777768471375,39.86420519284197,False
"Benzeneacetaldehyde, α-ethylidene-",Good,27.759516666666666,861,901,27.69 - 27.84,"Benzeneacetaldehyde, α-ethylidene-",850,881,0,343,214,7,2,188.34836796689083,65038.63133919013,1183.2126835002455,4146.437368383582,10684.193296841378,19560.971733379978,1542.1893128182132,2526.545057630837,55229.707806312836,214.6517403597095,205.45883552916052,176.80312637330348,8575.358365537355,2034.0808358267873,15022.082666693044,11764.754976274333,0.0,False
"Benzeneacetaldehyde, α-ethylidene-",Good,27.867183333333333,805,864,,"Benzeneacetaldehyde, α-ethylidene-",780,831,0,85,45,7,7,4471.940570133251,7264.666565441876,68417.7724969871,116350.11951024435,49666.47732294531,74894.7332348165,90782.50093436567,88131.10627475091,62464.40216969334,5079.000565518349,5235.966563913484,10291.121592878124,138553.83700790736,139773.40901410783,54191.725794324266,88101.87394164759,28.416509588510152,False
"Benzeneacetaldehyde, α-ethylidene-",Fair,27.867183333333333,798,863,27.7 - 27.84 | 27.77 - 27.91 | 27.79 -27.95,"Benzeneacetaldehyde, α-ethylidene-",772,828,0,344,215,7,4,4166.5558307181345,12968.412428197871,67735.87494697115,114072.4530552086,48547.02521009965,73758.03985704805,89513.25274658197,86715.48883278841,61658.7933998403,2628.222324890619,4934.096319328785,5625.12798364817,136396.7775450298,137305.09108097022,53328.442279748095,85914.91348897005,1.50222972584826,False
"Benzeneacetaldehyde, α-ethylidene-",Good,27.867183333333333,817,871,27.7 - 27.84 | 27.75 -27.91 | 27.8 - 27.95,"Benzeneacetaldehyde, α-ethylidene-",788,834,0,345,216,7,1,3624.3112292682513,19818.90080949374,65250.51518279169,111340.20173054448,47137.35334852708,71585.21757950886,86740.57830700828,84471.86117430519,59822.48151430484,0.0,4918.085571239728,1350.8825600535708,132948.0806186087,134283.23140263473,51230.723372291046,83609.30458684528,1.055252871031704,False
"Benzeneacetaldehyde, α-ethylidene-",Excellent,27.867183333333333,915,932,,"Benzeneacetaldehyde, α-ethylidene-",886,898,0,346,217,8,8,3960.1179754388686,5323.7063540604795,60833.10098059134,103553.25242934613,44126.638342019956,66625.9886928107,80750.34140112602,78431.76030111403,55512.57966763652,4420.66643992205,4631.068272558616,9075.802411888813,123338.01739459776,124561.79544650222,48102.62193963602,78417.37213602103,37.52111630785236,False
"D-Glucitol, 1,4:3,6-dianhydro-2,5-di-O-methyl-",Poor/No match,28.014316666666666,513,722,,"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",506,531,0,84,45,7,4,2567.599049517524,32237.066262649543,9829.404462025015,14435.95576460991,10283.555847412907,11241.115539340612,13325.559937114498,10548.504969591133,8459.284427054965,2408.1438964092827,3842.5915796686213,2675.7000965862544,19724.434956446956,15485.541495731566,14586.202033618138,18577.726385770584,143.48124103990796,False
"5-Thiazoleethanol, 4-methyl-",Fair,28.10761666666667,761,881,,"5-Thiazoleethanol, 4-methyl-",746,849,0,83,45,7,3,268.93651085683354,75649.26134814665,8113.014142111551,32046.506696642617,18082.30661524537,14690.816935904371,23375.411545337378,15808.038785397088,9382.244047133103,237.53402726235285,671.9066727204655,335.33230829027684,52856.92693302186,36347.04631081319,18956.512428209302,41014.84480280648,0.0,False
Nonanoic acid,Excellent,28.1435,905,906,,Nonanoic acid,905,906,1273,82,45,7,1,158593.62675157102,528758.1724869239,350448.7286329365,301554.7721434964,416777.667139629,533566.2041842041,375835.41542874667,421212.7828328701,635216.4021770323,212795.0956571209,93712.31834613587,194081.62114903942,469393.87832582666,424865.880894167,459181.5000167894,318778.12239661394,0.0,False
Indole,Excellent,28.943766666666665,972,972,,Indole,962,969,0,87,47,3,3,2116487.7635541065,6671804.672247573,3373115.2387262424,6074820.220832378,5489133.277679998,5280201.6441833675,5844708.158262566,4412410.780687362,2793573.6801759284,1322875.182025338,2280675.454553102,2233322.9894844517,6446982.047071526,4065445.61578635,5343968.34480431,6815763.012278909,58922.743158019264,False
Tridecane,Excellent,29.019133333333333,914,942,,Tridecane,907,928,0,86,46,6,5,18436.732691199883,129598.12121274638,73311.1114730099,120882.39865273882,64314.39760572901,83788.42226080211,137401.0894454962,139630.79537069437,47031.02637682821,15493.067033134095,35087.12894709156,24900.2731851282,136576.78385683917,126885.8330173863,54671.795084413134,96670.68470980725,1875.900853557109,False
2-Undecanol,Fair,29.288283333333332,701,943,,"Trichloroacetic acid, tridecyl ester",684,869,0,149,79,4,4,3299.9188577274076,16939.85718614199,5522.162920123905,14723.65436371621,8833.613384338576,11698.66450574667,12694.82971477259,11713.616691316827,8730.818730674086,3161.8318960932615,5035.5619017413555,4572.920032503268,17130.372458489965,10981.274021838213,7511.899721731748,10041.302965879302,39.51494081345244,False
"1-Octanol, 2-butyl-",Fair,29.306216666666668,770,845,Inicio a 29.2 y acabar en 29.385,"1-Dodecanol, 2-methyl-, (S)-",760,815,0,148,79,4,2,1172.9106148011183,17632.70757016381,7021.823260842175,15151.60294453995,4983.850039387533,15608.89069826059,23372.91433269634,9351.271665547394,7742.287245908857,1423.9182307540955,2744.764829919244,3536.114534419114,13116.113385430031,11534.286473005683,9957.048697479213,8848.958547415277,0.0,False
2-Methoxy-4-vinylphenol,Poor/No match,29.650733333333335,653,762,,"Phenol, m-tert-butyl-",626,693,0,316,184,5,2,133.4702708677629,5820.834912599474,1927.4508285046356,4274.448982720707,2545.0879419768253,3042.1844068888495,3757.971681126024,3051.2453315652447,2129.2549161422517,176.12020517862896,384.48405948399204,509.43562919815867,5388.72555465871,3633.7730047048526,4021.8987856567874,3735.18719107024,0.0,False
n-Tridecan-1-ol,Fair,29.700966666666666,794,848,,"1-Octanol, 2-butyl-",769,815,0,317,184,5,4,1126.451996447259,12075.994546033256,2739.23339220753,10438.122124216523,3431.0120934418096,9273.222154294483,16519.257891350797,5667.271719053539,4008.5209685173922,1188.9302166806372,2259.413168089778,2263.871349449878,8227.649651293983,7387.710409107979,6615.6749896061265,4848.249909977655,0.0,False
"Nonane, 2,2,4,4,6,8,8-heptamethyl-",Good,29.7261,822,865,,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",816,841,0,318,184,5,5,6015.529933993307,14349.464870224578,8581.520618112836,23433.59961994234,10333.00375381118,13364.871665954299,14186.024168858454,15397.33249858405,7314.840993332433,5067.630742073479,7078.749101001992,5822.153007055801,13631.478179056836,14735.175189884438,10025.672215982115,13628.962542164969,493.68940534378794,False
"Tridecane, 2,2,4,10,12,12-hexamethyl-7-(3,5,5-trimethylhexyl)-",Poor/No match,29.912699999999997,565,597,"Poca magnitud, poca coincidencia","2-Azido-2,4,4,6,6-pentamethylheptane",549,677,0,314,183,8,4,1313.7421688333377,19147.70920503159,3718.88016858127,9636.242944829988,4764.173129032559,6884.462161414115,14875.708672577004,9990.638803884975,5136.051884324725,1361.9430894856516,1977.9617501255373,2262.110792335459,7910.152680847079,8304.418342089777,7193.643804075596,6172.790265032302,119.78531035980832,False
"Sulfurous acid, nonyl pentyl ester",Poor/No match,29.923466666666666,625,745,"Poca magnitud, poca coincidencia","Undecane, 4-methyl-",621,705,0,315,183,8,8,1657.6457808152709,20696.124368377972,4479.74934592809,10527.303550140847,4939.591320776349,7241.951823749242,16905.222043701226,10811.098061656783,6081.417033899917,1875.7793758013713,2537.150161209045,2725.2315438444057,8824.049970944343,8549.842858716085,7571.539908731473,6628.904806828366,1.9008144990531783,False
"Dodecane, 2,6,10-trimethyl-",Fair,30.7058,781,830,,"Nonane, 3-methyl-5-propyl-",771,824,0,349,218,8,6,1041.0942166144362,13479.716163900135,3198.7427380062422,8500.962297645132,3605.3931801644612,6676.435030471033,13591.6790526702,6847.791776970515,3736.898569791444,1289.8442830544493,1882.9892272701848,1904.9335035090273,7054.542780754643,6557.860709175812,5571.096123341026,2721.678553386492,12.09621433404412,False
"Dodecane, 2,6,10-trimethyl-",Good,30.7058,801,822,,"Dodecane, 4,6-dimethyl-",792,805,0,351,219,8,4,982.922267190495,12763.21718192443,3013.18581724516,8273.171595688931,3395.8005564054056,6447.980056893565,12870.848208453277,6542.943005783551,3489.817362263472,1222.293062200883,1748.3178499454552,1840.5487723944466,6690.4081144941665,6199.649628401363,5150.571266980925,3263.5296940511253,0.0,False
"Benzenepropionic acid, 2-tetradecyl ester",Poor/No match,30.824216666666665,904,922,,Hydrocinnamic acid,896,905,0,347,218,8,3,0.0,25783.094626074428,1771.1476893714134,6987.303632035424,1473.3216510023321,4069.5632150132105,2688.227655051952,2811.944229053319,0.0,0.0,0.0,0.0,7034.788657758727,7130.0922120187,268.5835017550839,16891.225842842967,0.0,False
Hydrocinnamic acid,Fair,30.824216666666665,749,793,30.63 - 30.9 | 30.74 -30.97,Benzenepropanoic acid 1-methylethyl ester,738,748,0,348,218,8,5,296.5161534537554,49206.18798064168,4126.495615996601,12295.799154779219,2938.244155791093,6843.823626357851,5391.342008737408,5345.5050391224,654.999507792351,347.39597342422576,1525.7199740311175,389.1715800730521,12106.28634576357,12510.380167601295,805.4383947163138,31693.848110713425,68.12941445712455,False
"Benzenepropanoic acid, silver(1+) salt",Excellent,30.824216666666665,602,645,30.64 -30.82,"Benzenepropionic acid, 4-tridecyl ester",601,652,0,350,219,8,1,33.25234617942998,46901.02475577058,2878.2121178669595,11778.246098199685,1069.3301114436497,6939.580922223577,2578.231488566051,3252.67289410668,41.17169968874979,0.0,159.79021112806336,11.683940131931196,11467.82286221823,12349.987855609219,208.7797499981105,33808.447377146746,0.0,False
α-Cubebene,Excellent,31.05388333333333,929,935,,.alfa.-Copaene,927,936,0,352,220,6,5,8999.544207749183,191850.3267427103,19159.648238840564,180606.1236523785,23211.626892689714,117508.48915411707,122014.62842970867,48584.89543757247,40756.69771849077,7683.038855359442,22533.83852900449,30079.21258928763,60398.27509914084,47059.00306245695,44218.130848862704,43467.60688674705,592.6930676628274,False
"Strychane, 1-acetyl-20α-hydroxy-16-methylene-",Poor/No match,31.663966666666667,496,530,,"Stearic acid, 3-(octadecyloxy)propyl ester",483,483,0,91,48,8,7,0.0,2941.5941874569,1833.3753535278236,2487.954491725449,1946.8026755382073,1950.8315366206825,2661.4085265183016,2198.161847598367,1179.4600499545722,0.0,0.0,0.0,3153.889608928167,3331.4993236164123,2307.3219780624368,3823.9360750549745,0.0,False
"4-Methylcatechol, 2TMS derivative",Poor/No match,31.667550000000002,704,787,Poca magnitud,"Pentasiloxane, 1,1,3,3,5,5,7,7,9,9-decamethyl-",697,712,0,88,48,8,2,8409.639570698957,11772.148641742639,12815.257281181772,9404.025251548797,14833.895141374402,8997.269475471541,12832.207257729013,10621.57450681727,11206.090269597089,7966.771029606855,6805.010343511497,8605.654472576609,12097.896352012373,13559.81912144809,13922.133819678918,12820.673994381661,639.0260444083644,False
"Ethyl 4-hydroxymandelate, 2TMS derivative",Poor/No match,31.717783333333333,598,705,,"Pentasiloxane, 1,1,3,3,5,5,7,7,9,9-decamethyl-",592,622,0,90,48,8,6,3147.7179221157608,17136.464951007096,7205.58684711818,13455.699519643962,8014.210249673668,10312.250164538233,12451.700037982566,11966.287947733308,7923.471078819606,2978.5707460282156,3832.8211228968894,3531.088154178154,16305.369592607878,11077.76726933584,7527.5662208418435,12287.727431563831,0.0,False
"7,7-Diethylheptadecane",Poor/No match,31.85775,675,739,31.75 - 32,"Eicosane, 3-methyl-",643,706,0,97,50,6,4,4276.501197001311,24258.266470367806,14155.946371212192,21296.07127417292,11534.276339470585,16148.49309305985,21529.40566023589,17305.95557163979,8619.45401157038,2727.9223860119287,7311.530265254633,4512.9084804440545,22499.716725945113,20522.205695292603,11825.367361398858,18211.399183269623,57.31776166517071,False
"1,7-Di(3-ethylphenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",Poor/No match,31.933100000000003,661,725,,"3,3,5-Triethoxy-1,1,1,7,7,7-hexamethyl-5-(trimethylsilyloxy)tetrasiloxane",623,712,0,94,50,6,1,9397.481803454433,37953.531099637126,9215.941285559045,16597.859433251433,14582.041681692304,10579.499921811293,19086.38130976201,18483.408337869434,12402.19788521758,7528.0148613320125,7424.5925087955275,8837.820622237718,23337.038816751166,20245.56213428546,18295.54536710613,18209.231133440215,981.4136447628808,False
α-ylangene,Poor/No match,31.994116666666667,533,659,,β-copaene,528,644,0,95,50,6,2,2543.7117084894317,19140.52903117155,9207.99475709698,17646.661948899942,10386.98657385713,14316.741324317913,14821.603617064622,12520.000875319003,6089.735221591368,2754.5265617793357,4246.838607919547,4582.972174086641,20664.191078407646,12467.868582774992,8309.290662911573,20526.634053334146,0.0,False
"1,2,4-Metheno-1H-indene, octahydro-1,7a-dimethyl-5-(1-methylethyl)-, [1S-(1α,2α,3aβ,4α,5α,7aβ,8S*)]-",Excellent,32.022816666666664,912,926,,"1,2,4-Metheno-1H-indene, octahydro-1,7a-dimethyl-5-(1-methylethyl)-, [1S-(1α,2α,3aβ,4α,5α,7aβ,8S*)]-",897,910,0,96,50,6,3,12030.790752583707,64388.46375095527,28735.416010974084,70366.86141414898,23997.320225342028,56565.67721141355,50001.46211790171,23823.18537581895,23932.094985682947,7394.650717839038,19365.4469008101,16173.766350796779,36246.37734579954,30649.52491779186,21000.9479639957,29559.554120066266,431.648895396141,False
n-Decanoic acid,Good,32.10176666666667,809,871,31.95 - 21. 2,n-Decanoic acid,808,857,0,98,50,6,5,1574.4610438023483,24836.843302530582,14017.68864475597,38801.317767811684,13823.989208664341,47245.78836037864,22383.064052050468,28684.40440573211,30712.054116885363,2341.160772194412,4617.800465444427,2746.9641287103336,19292.862831178365,38481.771370758004,12662.17279792491,39295.6695611281,144.57008784672294,False
n-Decanoic acid,Good,32.1879,858,905,,n-Decanoic acid,854,890,0,100,51,8,5,881.0479386660733,102345.22664781958,5003.53229188476,24705.67754694109,5096.304864484804,35801.96775529304,17299.602834603633,14324.34558086063,11371.305003968539,1164.753551785098,1206.9621083996146,1160.4497832133811,53007.08760950765,24684.529511153858,6196.207991736692,13936.045297026738,0.0,False
.alfa.-Copaene,Excellent,32.309916666666666,955,961,,Copaene,929,933,0,92,49,4,1,55587.50024137033,468761.4565860865,112490.93299784101,398614.68738518324,130821.21945609049,268543.6740530447,294544.85599803645,129715.54388388268,129440.61303385615,29037.434247323705,85758.40347247443,76422.83781359872,164147.41626289152,166859.53837385122,117599.53291633038,190003.29797088917,2788.2145457430424,False
.alfa.-Copaene,Excellent,32.309916666666666,956,961,,Copaene,931,935,0,102,52,4,3,55608.61850865579,467191.7302886828,112229.48441400327,398208.72827397246,130428.31919630013,268304.9571640871,294137.869198464,129166.82634572781,129190.86475256311,29021.061089801038,85663.2058863149,76461.53793037352,163394.20846488304,166332.79447882558,117040.84739032558,189484.52248344515,2848.1702870964414,False
"1,7-Di(2,5-dimethylphenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",Poor/No match,32.36015,627,678,,"1,7-Di(3-ethylphenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",626,700,0,93,49,4,2,16283.606746395544,26113.16926607265,24775.285523937087,23530.25478290305,27880.794074758174,24840.278324103652,25506.074078109297,26353.38117430213,26140.850296337318,15099.085133806364,14704.992612373633,16500.312121241102,28023.873972867645,31123.19012906163,28121.245514048413,33992.54418558201,1662.0996467765865,False
"1,7-Di(3-ethylphenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",Poor/No match,32.36015,631,703,,"1,7-Di(2,5-dimethylphenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",620,673,0,101,52,4,2,15941.204125434655,26032.00149454776,24663.449798459824,23553.94523072055,27686.684252117233,24672.6970366122,25476.535506655186,26403.693961535646,25841.734607213824,14935.968570658519,14590.573942436504,16231.15307520152,28234.838980862147,31184.64003222094,27970.279294119675,33891.081621455145,1602.0603711333947,False
"1,7-Di(3-ethylphenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",Poor/No match,32.55753333333333,682,741,,"3,3,5-Triethoxy-1,1,1,7,7,7-hexamethyl-5-(trimethylsilyloxy)tetrasiloxane",646,712,0,355,222,4,2,9665.341335652864,36281.41309914355,11309.364303646438,16095.658359129202,15131.871141283713,15405.646964747382,17237.970740266952,16496.039504560766,14069.589324484114,8439.006463197358,9125.839969674,10678.821301193384,20113.67995705972,20131.584374571663,15206.392728387003,19743.106382316328,1076.8786451771903,False
"1,7-Di(3-ethylphenyl)-2,2,4,4,6,6-hexamethyl-1,3,5,7-tetraoxa-2,4,6-trisilaheptane",Poor/No match,32.5647,680,739,32.50 - 32.66,"3,3,5-Triethoxy-1,1,1,7,7,7-hexamethyl-5-(trimethylsilyloxy)tetrasiloxane",659,716,0,319,189,7,3,8699.763936874238,34287.128033389075,10377.16723959273,15449.533204109754,13901.711946181329,14566.06079986127,16472.832348970067,15423.449766325477,13181.926517495842,7584.359339443169,8202.05587976229,9713.8152525043,19343.361379396247,19028.75870977953,14290.251595194792,18813.292265512384,968.5219971088583,False
"Iron, tricarbonyl[(3,4-ü)-4,5-diethyl-1,2,2,3-tetramethyl-1-aza-2-sila-5-boracyclopent-3-ene-B5,N1]-",Poor/No match,32.6293,510,539,,"7,7,9,9,11,11-Hexamethyl-3,6,8,10,12,15-hexaoxa-7,9,11-trisilaheptadecane",507,575,0,320,189,7,4,8340.044172786447,2257.8451434645012,23489.76026373872,10014.402772122226,13703.377133464606,9044.218503135406,4005.0677760705025,5212.243428269267,22099.515028078844,9876.038734912172,6836.7498573205075,6704.783853250993,13905.630195851725,13359.108163051756,977.8670067533385,27584.77963696929,69.6428885112463,False
